commentOrDocument,modifyDate,docketId,commentOnDocumentId,id,organization,firstName,lastName,title,comment,attachments,link,GPT_summary
comment,2024-10-22T19:46:32Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0040,,,Anonymous,Public Comment 35. Individual. Anonymous,"This rule applies to companies who are working with Dual Use foundation models. Dual use foundation models are trained wide range of data with tens of billions of parameters. These models can significantly impact every sphere of human life. The executive order &ldquo;Safe, Secure, and Trustworthy Development and Use of Artificial Intelligence&rdquo; (E.O. 14110) set forth the rules by which the burea of industry and security will monitor that AI models are being developed in a responsible way. This is definitely a double edged sword. At one point, we would want companies to have freedom to innovate but on the other hand we can see the potential negative consequences of large AI models in the wrong hands in terms of large scale cyberwarfare and crimes. As with most physical technologies that require patents and approvals from FDA etc, AI based models should also continue to have scrutiny especially as it relates to defense. I agree with the proposed rule under the executive order EO 14110.",[],https://api.regulations.gov/v4/comments/BIS-2024-0047-0040,
comment,2024-10-22T19:46:13Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0007,WhoPoo App,,,Public Comment 6. US Business. WhoPoo App,"Biometrics don&#39;t work. Refer to the latest USCCR report on this, about facial recognition. The official recommendation is to NOT use biometrics because they have very high error rates among POC and the elderly, and there are currently no biometric data use policies posted on the DHS website to deter privacy concerns. See https://www.usccr.gov/reports/2024/civil-rights-implications-federal-use-facial-recognition-technology With respect to FRT accuracy and bias, the National Institute of Standards and Technology (NIST) <br/>testing is voluntary and represents laboratory&mdash;not real-world&mdash;results. Thus, NIST cannot say that <br/>its evaluated programs are accurately representative of the performance of all FRT deployed <br/>throughout the country. Algorithmic accuracy rates can vary widely among developers, but even with <br/>the highest-performing algorithms, tests have shown there are likely to be false positives for certain <br/>demographic groups, specifically Black people (particularly Black women), people of East Asian <br/>descent, women, and older adults. A promising FRT testing model does exist: DHS, through its <br/>Science and Technology Directorate, funds FRT research, testing, and evaluation at MdTF, which <br/>specializes in &ldquo;scenario testing&rdquo; of the entire FRT system as it is intended to be deployed. DHS is <br/>the only agency known to be testing FRT in this way.   Any agency using FRT should have a publicly available use policy. If agencies do use FRT, they <br/>should audit their use to ensure it complies with government policy. FRT vendors providing the <br/>federal government with solutions should provide users with ongoing training, technical support, <br/>and software updates to ensure their systems can maintain high accuracy across demographic groups <br/>in real-world deployment contexts. Furthermore, agencies should ensure their CAIOs work in close <br/>coordination with existing responsible officials and organizations within their organizations, <br/>including Civil Rights and General Counsel offices, to advise and update agency FRT guidance, <br/>implementation, and oversight. <br/>Federal grantees using FRT should provide verified results with respect to accuracy and performance <br/>across demographics from NIST&rsquo;s FRT Evaluation or similar government-validated third-party test.<br/><br/>",[],https://api.regulations.gov/v4/comments/BIS-2024-0047-0007,
comment,2024-10-22T19:46:15Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0010,,,Anonymous,Public Comment 9. Individual. Annoymous,"Hi,<br/><br/>AI certainly has a perception of being one day like Skynet from Terminator 2. And my understanding is that many of these AI projects, must have some funding provided from the Department of Defense or other government entities. It would be interesting to learn for the public, as to how is machine learning for the AI, going to be used in matters of national defense. And will AI be just used as an aid or giving instructions of its own as well. I believe that the public should be also made aware of how AI is being used if they are receiving government funding. ",[],https://api.regulations.gov/v4/comments/BIS-2024-0047-0010,
comment,2024-10-22T19:46:22Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0022,Alliance for Trust in AI,,,Public Comment 15. Other. Alliance for Trust in AI,Please find attached comments from the Alliance for Trust in AI. Thank you for the opportunity to provide input.,"[('ATAI BIS NPRM Significant Malicious Cyber-Enabled Activities', 'https://downloads.regulations.gov/BIS-2024-0047-0022/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0022,"The Alliance for Trust in AI (ATAI) submitted comments to the Bureau of Industry and Security regarding the proposed rule on reporting requirements for the development of advanced AI models and computing clusters. ATAI seeks effective policy and clear codes of practice for AI, emphasizing the need for clarifying the rule's scope, re-evaluating reporting frequency, and setting appropriate thresholds for reporting based on risk types rather than just model size. They recommend exploring alternative approaches to numerical thresholds to reduce reporting burdens, especially for smaller companies. ATAI believes context is crucial in assessing risk associated with AI models and suggests annual reporting requirements instead of quarterly ones to prevent disincentives for innovation and development."
comment,2024-10-22T19:46:20Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0020,,,Anonymous,Public Comment 13. Individual. Anonymous (2)- Part 7 of 7,"PUBLIC COMMENT CONTINUED<br/>RIN 0694-AJ55 <br/>October 11, 2024<br/><br/>VII. BIS SHOULD CLARIFY HOW TO CALCULATE APPLICABLE THRESHOLDS.<br/><br/>BIS should also clarify how to calculate the thresholds contained within the NPRM, i.e., &ldquo;Conducting any AI model training run using more than 10^26 computational operations (e.g., integer or floating-point operations); or Acquiring, developing, or coming into possession of a computing cluster that has a set of machines transitively connected by data center networking of greater than 300 Gbit/s and having a theoretical maximum greater than 10^20 computational operations (e.g., integer or floating-point operations) per second (OP/s) for AI training, without sparsity.&rdquo;<br/><br/>In particular, BIS should define the terms &ldquo;computing cluster,&rdquo; &ldquo;transitively connected,&rdquo; and &ldquo;data center networking.&rdquo; The following definitions of these terms would be consistent with industry usage:<br/>&bull;  &ldquo;Computing cluster&rdquo; means a set of machines for which the connection between any two machines (including transitive connections) are at least 300 Gbit/s. If two machines are connected through links that are not able to operate at 300 Gbit/s, they should not be considered part of the same cluster.<br/>&bull;  &ldquo;Transitively connected&rdquo; means that two machines are connected through one or more intermediary machines, where the network bandwidth of the transitively connected machines is the bandwidth of communications between the machines based on the most direct path between the machines. For example, if machines A and B are directly connected by a 300 Gbit/s second connection, and B and C are directly connected by a 150 Gbit/s connection, then A and C are connected transitively with a 150 Gbit/s connection (as that is the maximum potential communication between the machines).<br/>&bull;  &ldquo;Data center networking&rdquo; should mean routers, switches, and other hardware components that enable connectivity needed to process data and run applications within a single data center. The term does not include modern cloud networks that incorporate virtualization to support data workloads and applications.<br/><br/>In addition, BIS should clarify the following:<br/>&bull;  What would constitute a single training run?<br/>-  If training takes place on a model, and at a later date (potentially much later) a decision is made to further fine-tune or otherwise enhance the model, is this second set of activity a new &ldquo;training run&rdquo; or a continuation of the first &ldquo;training run&rdquo;?<br/>-  Does the length of time between the two activities matter to this determination? <br/>-  Does it make a difference if the model was considered finished after the first run <br/>and put into productive use, before the later decision to further enhance it? <br/>-  Would it matter if the initial training was conducted by someone unrelated to the reporting person (e.g., an open source model) before the later fine-tuning or enhancement? <br/>&bull;  How is a training run that occurs across multiple quarters to be reported? For example, if the number of computational operations in each quarter is below the reporting threshold, but the total across all quarters is above the threshold, for which quarter (if any) would the run be reported?<br/>&bull;  What constitutes a single AI model for tallying up the resources used for training a model? For example, in cases where multiple distinct models are trained for different purposes, but in practice may be used in a coordinated way, are they to be considered a single AI model (with all of their individual training runs being consolidated for reporting as a single run)? Does it matter whether individual models are commonly used separately and not in coordination with other models?<br/>&bull;  For computing clusters:<br/>-  Are the theoretical maximum performance values based on peak performance or sustained performance?<br/>-  Is the 300 Gbit/s networking threshold a measure of per-link speed, or some other measure? If different parts of a cluster have links of different bandwidth, how does that affect the calculation?<br/>-  If two parts of a cluster are not connected transitively by links of at least 300 Gbit/s, are they considered separate clusters for purposes of the rule?<br/>-  What types of sparsity are excluded from the calculations, and how should the performance calculation take this into account?<br/>&bull;  What constitutes &ldquo;possession&rdquo; of a large-scale computing cluster, and how does shared usage of a cluster by unrelated parties affect the determination of who is in possession of it?<br/><br/>Thank you for your consideration.","[('image', 'https://downloads.regulations.gov/BIS-2024-0047-0020/attachment_1.png')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0020,
comment,2024-10-22T19:46:25Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0028,Centre for the Governance of AI (GovAI),,,Public Comment 21. Center for AI Governance,See attached file(s),"[('Submitted_GovAI_Response to BIS RFC on the Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters', 'https://downloads.regulations.gov/BIS-2024-0047-0028/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0028,The submission from the Centre for the Governance of AI (GovAI) commends the Bureau of Industry and Security (BIS) for proposing reporting requirements for advanced AI models and computing clusters. They support thresholds for reporting on dual-use foundation model development and recommend a formal annual review process to reassess reporting thresholds and ensure effectiveness as AI evolves. They propose specific recommendations for reporting thresholds based on training compute and emphasize the need for flexibility in the regulatory framework to adapt to technological advancements.
comment,2024-10-22T19:46:35Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0044,ACT | The App Association,,,Public Comment 39. Industry Association. ACT- The App Association,See attached for comments of ACT | The App Association,"[('ACT Comments re BIS Advanced AI Reporting Proposed Rule (11 Oct 2024) (w appendicies)', 'https://downloads.regulations.gov/BIS-2024-0047-0044/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0044,"The App Association submitted comments to the U.S. Department of Commerce on the proposed rule requiring reporting on the development of advanced dual-use AI models. They emphasize the importance of AI in various industries and urge for policies that align with safety, efficacy, and equity standards. They recommend scalable risk-based harm mitigation, alignment with NIST and AISI efforts, clear responsibilities for small businesses, and support for international harmonization. The association also provides policy recommendations and a framework outlining roles and interdependencies in the AI value chain. They stress the need for careful consideration of risks, responsibilities, and ethical use in AI development and deployment."
comment,2024-10-22T19:46:21Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0021,"Hugging Face, Inc.",,,Public Comment 14. U.S. Business. Hugging Face,The proposed rule regarding Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters covers important aspects of reporting; it sets clear goals of who should be required to report and excludes small actors who might not have the resources to fulfill regular reporting requirements. It further recognizes the changing nature of AI technology by ensuring that requirements and thresholds can be updated. <br/>We offer recommendations to strengthen the reporting requirements based on our experience with model documentation and work on social impact evaluations in the attached document.,"[('Hugging_Face_Comments__BIS-2024-0047__RIN 0694-AJ55', 'https://downloads.regulations.gov/BIS-2024-0047-0021/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0021,"Hugging Face provides feedback on the proposed rule regarding reporting requirements for the development of advanced AI models and computing clusters. They emphasize the importance of inclusive reporting requirements and recommend strengthening them based on their experience with model documentation and social impact evaluations. Hugging Face highlights the value of open science and collaboration in AI research, advocating for regulatory requirements compatible with these principles. They propose a two-stage reporting scheme and stress the need for comprehensive risk management frameworks. Additionally, they suggest refining the definitions of AI red-teaming and AI models and systems to enhance regulatory efforts and risk assessment."
comment,2024-10-22T19:46:23Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0023,Palisade Research,,,Public Comment 16. Other. Palisade Research,Please see our comment in the attached file.,"[('BIS Comment_Palisade Research', 'https://downloads.regulations.gov/BIS-2024-0047-0023/attachment_1.pdf'), ('BIS Comment_Supplement_Wasil et al', 'https://downloads.regulations.gov/BIS-2024-0047-0023/attachment_2.pdf'), ('Supplement_Wasil et al_Semi-structured Interviews', 'https://downloads.regulations.gov/BIS-2024-0047-0023/attachment_3.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0023,"Palisade Research, an organization focusing on AI security risks, suggests improvements to the reporting requirements for entities developing dual-use foundation models. They propose mechanisms for insiders to report concerns anonymously, regular interviews with employees, capability forecasts, a summary form for non-technical audiences, and amended notification conditions for sudden advancements. Their recommendations aim to enhance the effectiveness and robustness of the reporting process to support national defense interests. They provide draft language and rationale for each suggestion, emphasizing the need for timely and accurate information sharing."
comment,2024-10-22T19:46:35Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0045,ControlAI,,,Public Comment 40. Other. Control AI,See attached file(s),"[('FINAL comments on BIS-2024-0047 Establishment of Reporting Requirements', 'https://downloads.regulations.gov/BIS-2024-0047-0045/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0045,"ControlAI, a non-profit organization focused on global security risks from advanced AI systems, supports the Department of Commerce's Proposed Rule BIS-2024-0047. They suggest strengthening the rule by expanding AI red teaming efforts, including dangerous behaviors in reporting requirements, enhancing cybersecurity measures, adjusting reporting cadence, setting thresholds for FLOPs, and proposing an analytic approach to assess national security risks posed by AI companies. They aim to provide valuable input to protect the American people and offer ongoing support and expertise."
comment,2024-10-22T19:46:34Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0042,Intel Corporation,,,Public Comment 37. U.S. Business. Intel,See attached file(s),"[('Intel_comments_Reporting_Requirements_final', 'https://downloads.regulations.gov/BIS-2024-0047-0042/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0042,"Intel appreciates the chance to comment on the BIS Proposed Rule on Reporting Requirements for Advanced Artificial Intelligence Models and Computing Clusters. They express concerns about unclear definitions potentially expanding reporting obligations. Intel suggests revising the definition of ""training run"" to exclude optimization techniques. They also seek clarity on terms like ""transitively connected"" and ""theoretical maximum"" for computing clusters. Intel recommends BIS to update technical parameters promptly to keep pace with AI innovation. Intel looks forward to further engagement with the Department of Commerce on AI technology development and deployment."
comment,2024-10-22T19:46:16Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0012,Institute for AI Policy and Strategy,,,Public Comment 11. Other. Institute for AI Strategy and Policy,See attached file(s),"[('IAPS Response to BIS RFC on Establishment of Reporting Requirements for Development of Advanced AI Models and Computing Clusters', 'https://downloads.regulations.gov/BIS-2024-0047-0012/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0012,"The response from the Institute for AI Policy and Strategy (IAPS) to the BIS proposal focuses on expanding stakeholder involvement in reporting requirements for advanced AI models. They recommend voluntary reporting pathways for individual staff and third parties, amending notification schedules, convening a multistakeholder process for refining reporting standards, and enabling the sharing of safety-critical information. They suggest establishing clear guidance for information sharing and propose BIS serve as an information clearinghouse for safety and security-critical information related to AI systems. Additionally, they outline potential responses to dual-use capabilities by various stakeholders."
comment,2024-10-22T19:46:18Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0015,,,Anonymous,Public Comment 13. Individual. Anonymous (2)- Part 2 of 7,"PUBLIC COMMENT CONTINUED<br/>RIN 0694-AJ55 <br/>October 11, 2024<br/><br/>II. THE AI MODEL TRAINING RUN REPORTING REQUIREMENT EXCEEDS THE SCOPE OF EXECUTIVE ORDER 14110 BECAUSE IT DOES NOT FOCUS ON DUAL-USE FOUNDATION MODELS AND IS TRIGGERED WHEN A COVERED U.S. PERSON MERELY CONDUCTS ANY AI MODEL TRAINING USING MORE THAN A STATED COMPUTATIONAL CAPACITY.<br/><br/>Section 4.2(a)(i) of EO 14110, &ldquo;directs the Secretary of Commerce to require companies developing, or demonstrating an intent to develop, potential dual-use foundation AI models to provide certain information to the Federal Government on an ongoing basis.&rdquo; As defined under EO 14110, a &ldquo;dual-use foundation model&rdquo; is a model that &ldquo;could be easily modified to exhibit, high levels of performance at tasks that pose a serious risk to security, national economic security, national public health or safety, or any combination of those matters.&rdquo;<br/><br/>Consistent with EO 14110, the preamble to the proposed rule provides: &ldquo;The reporting requirements proposed in this regulation are intended to apply to dual-use foundation models that meet technical conditions issued by the Department.&rdquo; BIS further states: &ldquo;the U.S. Government needs information about how many U.S. companies are developing, have plans to develop, or have the computing hardware necessary to develop dual-use foundation models, as well as information about the characteristics of dual-use foundation models under development.&rdquo;<br/><br/>Despite the focus on dual-use foundation models in EO 14110 and the preamble to the proposed rule, the AI model run reporting requirement at proposed section 702.7(a)(1)(i) are triggered when a &ldquo;covered U.S. person engages in, or plans, within six months, to engage in... conducting any AI model training run using more than 10^26 computational operations (e.g., integer or floating point operations). Notably, this trigger is not linked to dual-use foundation models. This language is much broader than the scope defined in EO 14110 because its sole focus is on computing power used to train an AI model, which is not a true indicator of whether an AI model is a dual-use foundation model that poses a significant risk to national security.<br/><br/>It is important for BIS to focus its limited resources on dual-use foundation models that pose actual national security concerns, and not unnecessarily burden industry. BIS should therefore revise proposed section 702.7(a)(1)(i), in the relevant part, to comport with the authority and intent stated at section 4.2(a)(i) of the EO 14110, as follows [recommended edits in CAPS]:<br/><br/>&ldquo;(i) Conducting any AI model training run FOR A DUAL-USE FOUNDATION MODEL using more than 10^26 computational operations (e.g., integer or floating-point operations);&rdquo;","[('image', 'https://downloads.regulations.gov/BIS-2024-0047-0015/attachment_1.png')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0015,
comment,2024-10-22T19:46:34Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0043,Future of Life Institute,,,Public Comment 38. Other. Future of Life Institute,"Request for Comment attached as PDF below <br/>Organization: Future of Life Institute <br/>Point of Contact: Hamza Chaudhry, hamza@futureoflife.org","[('RfC Future of Life Institute BIS-2024-0047', 'https://downloads.regulations.gov/BIS-2024-0047-0043/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0043,"The Future of Life Institute (FLI) provided recommendations in response to the BIS rule for reporting requirements on AI models and computing clusters. They suggested expanding reporting to include safety and security practices, requiring disclosure of unforeseen system behaviors promptly, including anonymized evaluator profiles in red-teaming reports, creating a confidential reporting mechanism for workers, establishing a registry of advanced chips, and outlining standards for chip verification. FLI emphasized the importance of robust reporting to enhance national security measures in AI development."
comment,2024-10-22T19:46:36Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0046,Machine Intelligence Research Institute,,,Public Comment 41. Other. Machine Intelligence Research Institute,"Please see the attached file, which contains a letter with our comments. ","[('Comments on BIS reporting requirements', 'https://downloads.regulations.gov/BIS-2024-0047-0046/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0046,"The Machine Intelligence Research Institute (MIRI) supports reporting requirements for advanced AI models and computing clusters to enhance transparency and preparedness for rapid advancements. They suggest ad hoc reporting for significant developments, updating reporting frequency based on AI progress, and tiered confidentiality for sensitive information. MIRI recommends including details on computing clusters, emergency response protocols, AI development practices, model capabilities, and developer security measures in the reporting requirements. They offer to provide support and technical briefings on these topics. Contact: techgov@intelligence.org."
comment,2024-10-22T19:46:28Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0033,ITIF's Center for Data Innovation,,,Public Comment 28. Other. ITFI's Center for Data Innovation,"On behalf of the Center for Data Innovation, I am pleased to submit the attached response to the Bureau of Industry and Security&#39;s proposed rule.<br/><br/>Many thanks,<br/>Hodan Omaar<br/>Senior Policy Manager, Center for Data Innovation","[('Center for Data Innovation Comments - BIS Reporting Rule ', 'https://downloads.regulations.gov/BIS-2024-0047-0033/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0033,"The Center for Data Innovation responds to the Department of Commerce's proposed rule on reporting requirements for AI models. They advocate for a shift from compute-based to performance-based reporting to better assess AI risks. They suggest aligning with the AI Safety Institute's capabilities-based approach and adapting requirements to balance open-source and closed foundation models, as open-source projects may struggle with ownership and security reporting. They emphasize the need for flexibility to foster innovation in open-source AI projects."
comment,2024-10-22T19:46:25Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0027,Hewlett Packard Enterprise (HPE),,,Public Comment 20. U.S. Business. HPE,Please find attached comments from Hewlett Packard Enterprise on the proposed rule. Please note that both public and business confidential versions are attached.,"[('P Hewlett Packard Enterprise Comments on BIS NPRM re Reporting Requirements for AI Models and Compute Clusters ', 'https://downloads.regulations.gov/BIS-2024-0047-0027/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0027,The email address ai_reporting@bis.doc.gov is likely associated with the Bureau of Industry and Security (BIS) within the Department of Commerce. It may be used for reporting or communication related to artificial intelligence (AI) technologies and their potential impact on national security and trade.
comment,2024-10-22T19:46:20Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0019,,,Anonymous,Public Comment 13. Individual. Anonymous (2)- Part 6 of 7,"PUBLIC COMMENT CONTINUED<br/>RIN 0694-AJ55 <br/>October 11, 2024<br/><br/>VI. BIS SHOULD EXPLAIN HOW IT WILL SAFEGUARD PROPRIETARY INFORMATION PROVIDED BY RESPONDENTS IN RESPONSE TO BIS REQUESTS FOR INFORMATION.<br/><br/>In the proposed rule, &ldquo;BIS recognizes that the information collected through these reporting requirements is extremely sensitive.&rdquo;  Further, the proposed rule states that &ldquo;all information submitted to the Department under this rule will be treated as confidential and afforded all the protection of section 705(d) of the DPA.&rdquo; In addition, information provided in response to BIS questions is considered exempt from the Freedom of Information Act, 5 U.S.C. &sect; 552(b), and protected from disclosure under and 18 U.S.C. &sect; 1905.<br/><br/>Given the U.S. Government&rsquo;s obligations to safeguard information provided by industry in response to BIS requests, the highly competitive nature of AI development, the highly confidential and proprietary nature of the information that will be requested by BIS, the history of U.S. Government data breaches, and the irreparable harm that would be caused by leaks and/or by BIS sharing confidential and proprietary industry information, BIS should clarify how sensitive information to be provided by respondents will be safeguarded from competitors and other members of the public.<br/><br/>More specifically, BIS should answer the following questions in any final rule:<br/>1.  How BIS plans to have respondents transmit responses to BIS questions? <br/>2.  What security measures BIS will take to ensure that the information in industry member reports will be adequately secured while in transit to the government, on BIS&rsquo;s survey system, and at rest on government servers? <br/>3.  Under what situations and conditions BIS may share information in industry member reports with other government agencies, members of Congress, and any other third-party recipients? <br/>4.  Are there any circumstances in which BIS would share information in industry member reports with private third parties, to include government contractors?<br/>5.  How will BIS transmit information in industry member reports to third-party recipients? <br/>6.  What security measures will BIS require of third-party recipients to ensure that the recipients will adequately secure information in industry member reports while in transit and at rest?<br/>7.  What restrictions will BIS impose on third party sharing of information in industry member reports? <br/>8.  How will BIS verify whether third-party recipients are complying with restrictions on sharing information in industry member reports?","[('image', 'https://downloads.regulations.gov/BIS-2024-0047-0019/attachment_1.png')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0019,
comment,2024-10-22T19:46:37Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0047,Encode Justice,,,Public Comment 23. Other. Encode Justice,See attached file(s),"[('Encode Justice - Bureau of Industry and Security (BIS) Comment - 15 CFR Part 702', 'https://downloads.regulations.gov/BIS-2024-0047-0047/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0047,"Encode Justice supports the Bureau of Industry and Security's proposed reporting requirements for the development of advanced Artificial Intelligence models and clusters. They emphasize the importance of transparency for national security, efficient government adoption of AI, and protecting technologies from theft. They suggest clarifying thresholds for models trained on biological synthesis data and regularly reevaluating these thresholds to keep pace with technological advancements. Encode Justice believes that these rules, with suggested adjustments, will enhance American national security and public safety."
comment,2024-10-22T19:46:24Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0025,Convergence Analysis,,,Public Comment 18. Other. Convergence Analysis," Please refer to our uploaded files: <br/><br/>- Our Official Comment:<br/>&quot;Convergence Analysis Comment on Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters.pdf&quot; <br/><br/>- Our recently published report on frontier model reporting requirements, referred to in our comment: <br/>&quot;AI Model Registries - A Foundational Tool for AI Governance.pdf&quot;","[('Convergence Analysis Comment on Establishment of Reporting Requirements for the Development of Advanced Artificial Intelligence Models and Computing Clusters', 'https://downloads.regulations.gov/BIS-2024-0047-0025/attachment_1.pdf'), ('AI Model Registries - A Foundational Tool for AI Governance', 'https://downloads.regulations.gov/BIS-2024-0047-0025/attachment_2.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0025,"The document discusses the proposal for implementing national AI model registries as a foundational tool for AI governance. It explores the benefits, risks, design principles, and implementation of such registries. The aim is to provide governments with insight into frontier AI models, enable regulatory enforcement, develop new regulations, and foster public sector expertise in AI governance. Existing model registries in New York, China, EU, and the US are mentioned, highlighting the need for additional requirements to enhance governmental oversight. The emphasis is on minimizing regulatory burden, avoiding mandatory standards or licensing, and ensuring accuracy and utility in the registry content."
comment,2024-10-22T19:46:27Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0031,Information Technology Industry Council (ITI),,,Public Comment 26. Industry Association. Information Technology Industry Council,See attached file(s),"[('ITI Feedback on BIS AI Reporting Final', 'https://downloads.regulations.gov/BIS-2024-0047-0031/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0031,"The Information Technology Industry Council (ITI) supports the BIS proposed rule on reporting requirements for advanced AI models. They emphasize responsible AI development and suggest clarifying the purpose of information collection under the Defense Production Act. ITI recommends limiting access to sensitive information, establishing a consultative mechanism, and providing timely updates on technical parameters. They propose a 6-month reporting period instead of quarterly, with specific guidance for covered entities. ITI also suggests clarifying definitions for dual-use foundation models, training processes, and large-scale computing clusters to ensure precise reporting."
comment,2024-10-22T19:46:28Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0032,Recording Industry Association of America (RIAA),,,Public Comment 27. Industry Association. Recording Industry Association of America,See attached file(s),"[('RIAA Comments on BIS NPRM', 'https://downloads.regulations.gov/BIS-2024-0047-0032/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0032,"Susan Chertkof, on behalf of the Recording Industry Association of America, comments on the Department of Commerce's proposed rule on Advanced Artificial Intelligence Models and Computing Clusters. RIAA supports responsible AI development with reporting requirements to ensure compliance with laws, particularly intellectual property laws. They emphasize the need for detailed recordkeeping on training materials used for AI models to address concerns about safety, reliability, and legal risks. RIAA suggests transparency and documentation in line with NTIA and NIST recommendations, urging BIS to monitor unauthorized copyrighted content in training datasets. They stress the importance of protecting intellectual property in the AI industry."
comment,2024-10-22T19:46:33Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0041,OpenAI,,,Public Comment 36. U.S. Business. OpenAI,See attached file(s),"[('OpenAI Comment on BIS Proposed Rule (No. 240905-0242)', 'https://downloads.regulations.gov/BIS-2024-0047-0041/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0041,"In his submission to the Department of Commerce, Ben Rossen of OpenAI provides feedback on the proposed rule amending reporting requirements for advanced AI models and computing clusters. OpenAI suggests adjusting reporting frequency to every six months to reduce burden, streamlining notifications, specifying requests, ensuring information security, defining thresholds, and clarifying technical standards. They express concerns about continuous reporting burdens, ambiguous information requests, and the need for secure handling of sensitive information. OpenAI recommends modifying reporting schedules, streamlining subsequent reporting cycles, standardizing information requests, ensuring data security, and clarifying technical criteria for compute thresholds."
comment,2024-10-22T19:46:37Z,BIS-2024-0047,BIS-2024-0047-0001,BIS-2024-0047-0048,METR - Model Evaluation Threat Research,,,Public Comment 43. Other. METR- Model Evaluation Threat Research,See attached file(s),"[('METR_Comment_10-11-24', 'https://downloads.regulations.gov/BIS-2024-0047-0048/attachment_1.pdf')]",https://api.regulations.gov/v4/comments/BIS-2024-0047-0048,"METR, a research non-profit in Berkeley, supports the Bureau of Industry and Security's proposed reporting requirements on Advanced AI Models and Computing Clusters. They suggest cybersecurity measures for data protection and aligning red-teaming guidance with NIST AI 800-1 standards. METR emphasizes the importance of reporting hazardous capabilities evaluation results and provides suggestions for benchmarks and assessments in domains like biology, cyber attacks, self-replication, and autonomy. They believe these requirements are crucial for enhancing government oversight of advanced AI activities."
